	ID_GeneontologyIDs_	Gene ontology IDs
146	GO:0001725; GO:0003065; GO:0003779; GO:0005200; GO:0005829; GO:0005856; GO:0005862; GO:0005884; GO:0006936; GO:0006937; GO:0007010; GO:0007015; GO:0008016; GO:0008092; GO:0008307; GO:0008360; GO:0015629; GO:0030017; GO:0030049; GO:0030336; GO:0031529; GO:0032059; GO:0032587; GO:0032781; GO:0034614; GO:0042060; GO:0042802; GO:0042803; GO:0045214; GO:0045785; GO:0046982; GO:0051015; GO:0051496; GO:0055010; GO:0060048; GO:1904706; GO:1904753	146
147	GO:0002355; GO:0002419; GO:0016021; GO:0038023; GO:0042105	147
148	GO:0005739; GO:0005743; GO:0016021	148
149	GO:0001501; GO:0005125; GO:0005576; GO:0005615; GO:0005886; GO:0006915; GO:0007165; GO:0007584; GO:0030198; GO:0031012; GO:0032026; GO:0038023; GO:0042489; GO:0042493; GO:0043627; GO:0045779; GO:0046685	149
150	GO:0000049; GO:0002940; GO:0003723; GO:0004809; GO:0005634; GO:0005654; GO:0006400; GO:0046872	150
151	GO:0005634; GO:0005737; GO:0006915; GO:0008270; GO:0016567; GO:0043065; GO:0045087; GO:0045930; GO:0061630; GO:1902187	151
152	GO:0005737; GO:0008021; GO:0030672; GO:0044305; GO:0048786; GO:0051966; GO:0070062	152
153	GO:0003823; GO:0006910; GO:0006911; GO:0006958; GO:0009897; GO:0016021; GO:0034987; GO:0042101; GO:0042571; GO:0042742; GO:0045087; GO:0050853; GO:0050871	153
154	GO:0002718; GO:0002724; GO:0002947; GO:0003176; GO:0003177; GO:0003332; GO:0005031; GO:0005576; GO:0005634; GO:0005886; GO:0006954; GO:0006955; GO:0007568; GO:0008630; GO:0010614; GO:0016020; GO:0016021; GO:0031625; GO:0031641; GO:0031643; GO:0033209; GO:0035579; GO:0042129; GO:0043025; GO:0043120; GO:0043196; GO:0045121; GO:0048471; GO:0048714; GO:0050779; GO:0051044; GO:0060548; GO:0071222; GO:0071363; GO:0097191; GO:0150077; GO:0150079; GO:0150098; GO:1901215; GO:1902339; GO:2001141	154
155	GO:0002250; GO:0002260; GO:0005886; GO:0007165; GO:0007275; GO:0012505; GO:0016021; GO:0033209; GO:0038023	155
156	GO:0001726; GO:0003779; GO:0005178; GO:0005198; GO:0005200; GO:0005737; GO:0005886; GO:0005925; GO:0007043; GO:0007155; GO:0015629; GO:0045202; GO:0051015; GO:0098609	156
157	GO:0005509; GO:0005615; GO:0005886; GO:0005887	157
158	GO:0001779; GO:0005739; GO:0006909; GO:0006954; GO:0007049; GO:0032700; GO:0032733; GO:0048469; GO:0051881; GO:0070945; GO:2000377	158
159	GO:0005783; GO:0005789; GO:0005886; GO:0015485; GO:0016021; GO:0031090; GO:0032367; GO:0034389; GO:0043353; GO:0089718; GO:0098739	159
160	GO:0005737; GO:0005813; GO:0007288; GO:0070286	160
161	GO:0005813	161
162	GO:0003977; GO:0006048	162
163	GO:0003723; GO:0003785; GO:0005576; GO:0005634; GO:0005737; GO:0005829; GO:0005856; GO:0007015; GO:0007253; GO:0019899; GO:0030334; GO:0031093; GO:0032088; GO:0032717; GO:0033209; GO:0042989; GO:0043536; GO:0050727; GO:1901222; GO:1901223; GO:1903026; GO:1905273; GO:2001028; GO:2001171	163
164	GO:0000012; GO:0003690; GO:0003697; GO:0004527; GO:0005634; GO:0005654; GO:0005737; GO:0005886; GO:0006281; GO:0006302; GO:0017005; GO:0043231	164
165	GO:0005929; GO:0016021; GO:0045880; GO:0060170; GO:0060271	165
166	GO:0004197; GO:0004843; GO:0005634; GO:0005654; GO:0005829; GO:0006355; GO:0006511; GO:0006914; GO:0008270; GO:0008283; GO:0010506; GO:0016579; GO:0030318; GO:0031625; GO:0035523; GO:0043130; GO:0044313; GO:0044389; GO:0050821; GO:0051087; GO:0070536; GO:0070628; GO:1904288; GO:1904294; GO:1904378; GO:1990380	166
167	GO:0003723; GO:0003785; GO:0005080; GO:0005524; GO:0005546; GO:0005737; GO:0005884; GO:0010591; GO:0010592; GO:0010976; GO:0030016; GO:0030027; GO:0030030; GO:0030042; GO:0030175; GO:0030426; GO:0030837; GO:0032420; GO:0032532; GO:0032956; GO:0042989; GO:0045296; GO:0045773; GO:0048471; GO:0051015; GO:0051016; GO:0070062; GO:0071300; GO:0071363	167
168	GO:0005789; GO:0015020; GO:0016021; GO:0052696; GO:0052697	168
169	GO:0000082; GO:0004197; GO:0004843; GO:0005634; GO:0005654; GO:0005829; GO:0006275; GO:0006511; GO:0016579; GO:0019901; GO:0035871; GO:0051301; GO:0071108	169
170	GO:0000045; GO:0000502; GO:0005654; GO:0005737; GO:0005776; GO:0005783; GO:0005829; GO:0005886; GO:0006511; GO:0016235; GO:0016236; GO:0016241; GO:0019900; GO:0030433; GO:0031396; GO:0031398; GO:0031410; GO:0031593; GO:0032991; GO:0034976; GO:0035973; GO:0042802; GO:0048471; GO:0071456; GO:0097352; GO:1901340; GO:1902175; GO:1903071	170
171	GO:0005484; GO:0005741; GO:0005829; GO:0005886; GO:0005887; GO:0006906; GO:0019905; GO:0030285; GO:0030672; GO:0031201; GO:0035493; GO:0035579; GO:0043005; GO:0070821	171
172	GO:0005201; GO:0005509; GO:0005615; GO:0005737; GO:0007338; GO:0009897; GO:0009986; GO:0010468; GO:0016021; GO:0016324; GO:0030414; GO:0042981; GO:0048609; GO:0060612; GO:0097211; GO:1990266; GO:2000354	172
173	GO:0003779; GO:0005856; GO:0007010; GO:0008360; GO:0014003; GO:0030027; GO:0030032; GO:0030036; GO:0030041; GO:0031209; GO:0031643; GO:0034237; GO:0065003; GO:0070062; GO:0071933; GO:0098794; GO:0098885; GO:0098978; GO:2000601	173
174	GO:0000375; GO:0000398; GO:0005681; GO:0010008; GO:0071013	174
175	GO:0005576	175
176	GO:0005783; GO:0005789; GO:0005793; GO:0005794; GO:0006612; GO:0006888; GO:0030134; GO:0030173; GO:0033116	176
177	GO:0005634; GO:0005694; GO:0007127; GO:0007129; GO:0007283; GO:0008270; GO:0008327; GO:0030154; GO:0035064; GO:0045911; GO:2000781	177
178	GO:0001580; GO:0001895; GO:0002476; GO:0004540; GO:0005576; GO:0005615; GO:0005634; GO:0007155; GO:0008285; GO:0008320; GO:0009897; GO:0062023; GO:0070062	178
179	GO:0005634; GO:0010468; GO:0043565; GO:0045893; GO:0046872	179
180	GO:0004176; GO:0004222; GO:0005524; GO:0005739; GO:0005743; GO:0006508; GO:0006515; GO:0007005; GO:0008283; GO:0016020; GO:0016021; GO:0016604; GO:0034214; GO:0034982; GO:0035694; GO:0043066; GO:0046872	180
181	GO:0050699	181
182	GO:0005783; GO:0005794; GO:0005886; GO:0006612; GO:0008270; GO:0016020; GO:0016409; GO:0018230; GO:0018345; GO:0019705; GO:0019706; GO:0030173; GO:0043231; GO:0048471; GO:0140439	182
183	GO:0000122; GO:0000977; GO:0000981; GO:0001227; GO:0005634; GO:0006357; GO:0032991; GO:0046872	183
184	GO:0003677; GO:0007010; GO:0007275; GO:0008270; GO:0022604	184
185	GO:0000122; GO:0005634; GO:0006357; GO:0046872	185
186	GO:0004842; GO:0005764; GO:0005768; GO:0005829; GO:0016020; GO:0030672; GO:0043161; GO:0046872; GO:0061630; GO:0070936	186
187	GO:0004930; GO:0004984; GO:0005886; GO:0016021	187
188	GO:0000122; GO:0000502; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006915; GO:0007253; GO:0008134; GO:0030307; GO:0031398; GO:0032088; GO:0032436; GO:0043066; GO:0043409; GO:0043518; GO:0045111; GO:0045737; GO:0070682; GO:0090201	188
189	GO:0003993; GO:0004725; GO:0005764; GO:0007040; GO:0010955; GO:0010977; GO:0016021; GO:0016311; GO:0016791; GO:0030971; GO:0042476; GO:0045211; GO:0048168; GO:0120154; GO:1990264	189
190	GO:0005085; GO:0005543; GO:0007165; GO:0031175; GO:0032012; GO:0032154; GO:0032587; GO:0043197; GO:0098999; GO:0099092	190
191	GO:0003360; GO:0003937; GO:0004643; GO:0005829; GO:0005886; GO:0006139; GO:0006189; GO:0009116; GO:0010035; GO:0016020; GO:0021549; GO:0021987; GO:0031100; GO:0042803; GO:0045296; GO:0046452; GO:0046654; GO:0070062; GO:0098761	191
192	GO:0003723; GO:0003729; GO:0005634; GO:0006397; GO:0008380; GO:0009653; GO:0033119; GO:0043249; GO:0043484; GO:0045595	192
193	GO:0001516; GO:0005737; GO:0005783; GO:0005829; GO:0016209; GO:0016616; GO:0043209; GO:0047017; GO:0070062	193
194	GO:0004197; GO:0005634; GO:0005829; GO:0006469; GO:0008385; GO:0010804; GO:0032088; GO:0032731; GO:0033209; GO:0045087	194
195	GO:0001522; GO:0003723; GO:0005634; GO:0009982; GO:0017148; GO:0019899; GO:0031119; GO:1902036; GO:1990481; GO:2000380	195
196	GO:0003723; GO:0005634; GO:0005737; GO:0005829; GO:0006400; GO:0009982; GO:0031119; GO:0106029; GO:1990481	196
197	GO:0001955; GO:0002040; GO:0004866; GO:0004867; GO:0005576; GO:0005886; GO:0007566; GO:0008191; GO:0016020; GO:0017147; GO:0030198; GO:0030336; GO:0031225; GO:0035115; GO:0045765; GO:0090210; GO:0090263; GO:1904684; GO:1904928; GO:1990909	197
198	GO:0000403; GO:0003684; GO:0003697; GO:0005634; GO:0005654; GO:0005657; GO:0005737; GO:0005813; GO:0006281; GO:0006301; GO:0006513; GO:0006974; GO:0016604; GO:0031593; GO:0031625; GO:0035861; GO:0042405; GO:0042802; GO:0044877; GO:0046872; GO:0051865; GO:0051984; GO:0060548; GO:0061630; GO:0097505	198
199	GO:0001750; GO:0003924; GO:0003925; GO:0005525; GO:0005576; GO:0005764; GO:0005770; GO:0005794; GO:0005829; GO:0006605; GO:0006887; GO:0007596; GO:0010628; GO:0016324; GO:0019003; GO:0019882; GO:0019904; GO:0030141; GO:0030318; GO:0030425; GO:0030667; GO:0031489; GO:0032400; GO:0032402; GO:0032585; GO:0033093; GO:0033162; GO:0035580; GO:0036257; GO:0042470; GO:0043316; GO:0043320; GO:0045921; GO:0048489; GO:0050766; GO:0070062; GO:0070382; GO:0071985; GO:0097278; GO:1903307; GO:1903428; GO:1903435; GO:1990182	199
200	GO:0005634; GO:0005737; GO:0007186; GO:0009968; GO:0060078; GO:0098978; GO:0099026; GO:0099031	200
201	GO:0003924; GO:0005525; GO:0005886; GO:0007265; GO:0019003	201
202	GO:0000045; GO:0000139; GO:0003924; GO:0005525; GO:0005768; GO:0005794; GO:0005796; GO:0006891; GO:0015031; GO:0032482; GO:0034067; GO:0048705; GO:0098793; GO:1903358; GO:1903434; GO:2000156	202
203	GO:0005096; GO:0005813; GO:0005829; GO:0005875; GO:0006886; GO:0007049; GO:0015631; GO:0031267; GO:0043087; GO:0090630	203
204	GO:0003723; GO:0005681; GO:0005737; GO:0006397; GO:0008380; GO:0051028	204
205	GO:0003924; GO:0005525; GO:0005768; GO:0005886; GO:0008021; GO:0016567; GO:0019003; GO:0035556; GO:0048471; GO:0072659	205
206	GO:0001523; GO:0001917; GO:0004745; GO:0005789; GO:0007601; GO:0042572; GO:0045494; GO:0052650; GO:0060342; GO:0102354; GO:0110095	206
207	GO:0003723; GO:0005634	207
208	GO:0005694; GO:0005829; GO:0005886; GO:0006325	208
209	GO:0003924; GO:0005525; GO:0005768; GO:0005776; GO:0005829; GO:0005886; GO:0006886; GO:0006914; GO:0012505; GO:0030139; GO:0030667	209
210	GO:0001669; GO:0001671; GO:0001778; GO:0003016; GO:0003924; GO:0005525; GO:0005764; GO:0005768; GO:0005829; GO:0005886; GO:0006887; GO:0006904; GO:0007005; GO:0007274; GO:0007409; GO:0008021; GO:0008022; GO:0009306; GO:0009791; GO:0010807; GO:0014059; GO:0016079; GO:0016188; GO:0017157; GO:0030324; GO:0030424; GO:0030667; GO:0030742; GO:0031489; GO:0031630; GO:0032418; GO:0032991; GO:0036465; GO:0043195; GO:0045054; GO:0045055; GO:0045921; GO:0048172; GO:0048471; GO:0048489; GO:0048786; GO:0048790; GO:0050975; GO:0051021; GO:0051117; GO:0051602; GO:0060201; GO:0060203; GO:0060478; GO:0061202; GO:0061670; GO:0070083; GO:0072659; GO:0097091; GO:0098993; GO:1903307; GO:1903561; GO:1905684; GO:2000300	210
211	GO:0005789; GO:0005881; GO:0006998; GO:0007084; GO:0008017; GO:0016020; GO:0016021; GO:0051301; GO:0071782; GO:0071786	211
212	GO:0005737; GO:0005783; GO:0005789; GO:0005881; GO:0008017; GO:0016020; GO:0016021; GO:0031849; GO:0031966; GO:0051205; GO:0071782; GO:0071786	212
213	GO:0000165; GO:0001889; GO:0002673; GO:0004252; GO:0009410; GO:0016021; GO:0032815; GO:0045732; GO:0050708	213
214	GO:0001055; GO:0003677; GO:0005665; GO:0046983	214
215	GO:0005096; GO:0005737; GO:0005829; GO:0006898; GO:0007165; GO:0016020; GO:0017124; GO:0043087; GO:0043547; GO:0051056	215
216	GO:0005793; GO:0005886; GO:0007155; GO:0007165; GO:0015026; GO:0030509; GO:0042802; GO:0045121; GO:0045893; GO:0046658	216
217	GO:0000122; GO:0001503; GO:0001756; GO:0005634; GO:0007219; GO:0007368; GO:0009880; GO:0032525; GO:0036342; GO:0060349	217
218	GO:0004185; GO:0005829; GO:0042573; GO:0045776; GO:0070062; GO:0097746	218
219	GO:0002181; GO:0003723; GO:0003735; GO:0022625; GO:0042273; GO:0070062	219
220	GO:0000122; GO:0001223; GO:0002181; GO:0003723; GO:0003735; GO:0005654; GO:0005730; GO:0005737; GO:0005829; GO:0005840; GO:0005925; GO:0006412; GO:0006610; GO:0008284; GO:0010628; GO:0014069; GO:0016020; GO:0022625; GO:0022626; GO:0031625; GO:0032986; GO:0032991; GO:0050821; GO:0051726; GO:0070062; GO:0070180; GO:0072717; GO:1901798; GO:1904667; GO:1990948; GO:2000059	220
221	GO:0003924; GO:0005525; GO:0005739; GO:0005759; GO:0006414; GO:0032543; GO:0032790; GO:0070126	221
222	GO:0005739; GO:0005759; GO:0006412; GO:0032790; GO:0043023	222
223	GO:0001784; GO:0004860; GO:0005829; GO:0005942; GO:0007259; GO:0016567; GO:0035556; GO:0040008; GO:0042532; GO:0043066; GO:0045597; GO:0046426; GO:0046627; GO:0046854; GO:0046935; GO:0050728; GO:0060670; GO:0060674; GO:0060707; GO:0060708; GO:1990830	223
224	GO:0005764; GO:0005769; GO:0005770; GO:0005829; GO:0006622; GO:0008333; GO:0031313; GO:0031901; GO:0031902; GO:0035091; GO:0042802; GO:0043231; GO:0045022	224
225	GO:0003677; GO:0003714; GO:0005634; GO:0005737; GO:0006338; GO:0007507; GO:0010831; GO:0018024; GO:0034968; GO:0035914; GO:0045663; GO:0046872	225
226	GO:0003779; GO:0005737; GO:0005815; GO:0005856; GO:0006939; GO:0007517; GO:0008307; GO:0015629; GO:0030036; GO:0031941	226
227	GO:0003924; GO:0005525; GO:0016607; GO:0033262; GO:0043066; GO:0071222	227
228	GO:0000122; GO:0000785; GO:0000976; GO:0003677; GO:0003682; GO:0003713; GO:0004386; GO:0005524; GO:0005634; GO:0005654; GO:0006338; GO:0006355; GO:0006357; GO:0007286; GO:0007399; GO:0008094; GO:0008285; GO:0016514; GO:0016787; GO:0030308; GO:0042393; GO:0043044; GO:0043231; GO:0045111; GO:0045892; GO:0045893; GO:0045944; GO:0070615; GO:0071564; GO:0071565	228
229	GO:0005783; GO:0005788; GO:0042802; GO:0046872	229
230	GO:0000785; GO:0003682; GO:0005634; GO:0007062; GO:0008278	230
231	GO:0001893; GO:0006357; GO:0009792	231
232	GO:0000781; GO:0000794; GO:0005521; GO:0005635; GO:0005639; GO:0006998; GO:0007052; GO:0007097; GO:0008017; GO:0010008; GO:0021817; GO:0030335; GO:0031022; GO:0031965; GO:0034993; GO:0042802; GO:0043495; GO:0051321; GO:0051642; GO:0090292; GO:0140444	232
233	GO:0003009; GO:0005829; GO:0031234; GO:0035556; GO:0042383; GO:0046872; GO:1901387; GO:1903078	233
234	GO:0000287; GO:0004775; GO:0004776; GO:0005524; GO:0005739; GO:0005759; GO:0006099; GO:0006104; GO:0006105; GO:0006781; GO:0042709; GO:0070062	234
235	GO:0005615; GO:0006949	235
236	GO:0001568; GO:0001822; GO:0003184; GO:0003281; GO:0005886; GO:0005887; GO:0007507; GO:0007612; GO:0007631; GO:0016918; GO:0019841; GO:0030324; GO:0030325; GO:0030540; GO:0032991; GO:0034632; GO:0034633; GO:0038023; GO:0042297; GO:0043010; GO:0043583; GO:0043585; GO:0048286; GO:0048520; GO:0048546; GO:0048566; GO:0048589; GO:0048745; GO:0048844; GO:0050890; GO:0050905; GO:0060322; GO:0060323; GO:0060325; GO:0060426; GO:0060539; GO:0060900; GO:0061029; GO:0061038; GO:0061143; GO:0061156; GO:0061205; GO:0071939; GO:0097070	236
237	GO:0000785; GO:0000978; GO:0000981; GO:0001228; GO:0001553; GO:0001779; GO:0003682; GO:0003700; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006357; GO:0006952; GO:0007259; GO:0007565; GO:0007595; GO:0019218; GO:0019221; GO:0019530; GO:0019915; GO:0030856; GO:0032355; GO:0032743; GO:0032819; GO:0032825; GO:0032870; GO:0033077; GO:0035259; GO:0040014; GO:0040018; GO:0042104; GO:0042127; GO:0042448; GO:0042802; GO:0043029; GO:0043066; GO:0043434; GO:0045579; GO:0045588; GO:0045647; GO:0045648; GO:0045931; GO:0045944; GO:0045954; GO:0046543; GO:0046544; GO:0046983; GO:0048541; GO:0050729; GO:0060397; GO:0070669; GO:0070670; GO:0070672; GO:0071363; GO:0071364; GO:0097531	237
238	GO:0005829; GO:0006511; GO:0016567; GO:0019005; GO:0035556; GO:0043161; GO:1990756	238
239	GO:0005741; GO:0008289	239
240	GO:0004867; GO:0005576; GO:0030512; GO:0048019; GO:0050431	240
241	GO:0005615; GO:0005886; GO:0016021; GO:0051782; GO:0070062; GO:1902807	241
242	GO:0003779; GO:0005654; GO:0005829; GO:0005856; GO:0005886; GO:0005938; GO:0015031; GO:0016192; GO:0030036; GO:0030041; GO:0030659; GO:0031307; GO:0036089; GO:0040038; GO:0045010; GO:0046907; GO:0048193; GO:0048471; GO:0051295; GO:0051639; GO:0070649; GO:0090141; GO:2000781	242
243	GO:0005576; GO:0006958; GO:0016021; GO:0030449; GO:0045087; GO:0045957; GO:0045959	243
244	GO:0004065; GO:0004773; GO:0005764; GO:0005768; GO:0005783; GO:0005788; GO:0005789; GO:0005794; GO:0005886; GO:0006706; GO:0007565; GO:0008484; GO:0008544; GO:0016020; GO:0016021; GO:0043231; GO:0046872	244
245	GO:0000785; GO:0000978; GO:0000981; GO:0003700; GO:0005654; GO:0005829; GO:0006357; GO:0006952; GO:0007259; GO:0019221; GO:0042127; GO:0042802; GO:0043434; GO:0045944	245
246	GO:0003779; GO:0005200; GO:0005829; GO:0008091; GO:0009986; GO:0014731; GO:0015629; GO:0030506; GO:0031235; GO:0032991; GO:0051015; GO:0051693	246
247	GO:0000958; GO:0000962; GO:0000965; GO:0003677; GO:0003678; GO:0003723; GO:0003724; GO:0003725; GO:0004386; GO:0005524; GO:0005634; GO:0005739; GO:0005759; GO:0006310; GO:0006401; GO:0030307; GO:0032508; GO:0034458; GO:0035945; GO:0035946; GO:0042645; GO:0042803; GO:0043066; GO:0045025; GO:0070584; GO:0070827; GO:0140603; GO:2000827	247
248	GO:0002250; GO:0042101	248
249	GO:0000245; GO:0000287; GO:0000785; GO:0003723; GO:0004672; GO:0004674; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0005783; GO:0005829; GO:0005886; GO:0006468; GO:0007059; GO:0008380; GO:0016363; GO:0016607; GO:0035092; GO:0035556; GO:0045070; GO:0045071; GO:0045087; GO:0048024; GO:0050684; GO:0106310; GO:0106311	249
250	GO:0001725; GO:0003779; GO:0005158; GO:0005634; GO:0005813; GO:0005829; GO:0005886; GO:0005912; GO:0005915; GO:0005925; GO:0007160; GO:0008092; GO:0008286; GO:0016363; GO:0016600; GO:0030055; GO:0030159; GO:0032869; GO:0043149; GO:0045121; GO:0045725; GO:0046326; GO:0046628; GO:0046889; GO:0048041; GO:1903078	250
251	GO:0005794; GO:0005829; GO:0010008; GO:0030140; GO:0042609; GO:0043231; GO:0050851	251
252	GO:0003723; GO:0005654; GO:0005730; GO:0005737; GO:0005829; GO:0032991	252
253	GO:0001726; GO:0002102; GO:0005522; GO:0005737; GO:0005794; GO:0005829; GO:0005856; GO:0005886; GO:0005905; GO:0005925; GO:0005938; GO:0006886; GO:0006898; GO:0006930; GO:0008076; GO:0030027; GO:0030041; GO:0030427; GO:0030516; GO:0030833; GO:0030838; GO:0030863; GO:0030864; GO:0031532; GO:0043197; GO:0043231; GO:0045296; GO:0045987; GO:0048041; GO:0048812; GO:0048870; GO:0051015; GO:0097062; GO:0097581; GO:1903146; GO:1990023; GO:2001237	253
254	GO:0007420; GO:0034976; GO:0061657; GO:0061709; GO:0070062; GO:0071568; GO:0071569; GO:1990592	254
255	GO:0000049; GO:0003723; GO:0004826; GO:0005524; GO:0005737; GO:0005829; GO:0006432; GO:0009328; GO:0016020; GO:0051290	255
256	GO:0002161; GO:0004819; GO:0004823; GO:0005096; GO:0005524; GO:0005737; GO:0005764; GO:0005783; GO:0005829; GO:0006418; GO:0006425; GO:0006429; GO:0008361; GO:0012505; GO:0016604; GO:0017101; GO:0032008; GO:0034198; GO:0043547; GO:0071230; GO:0071233; GO:1904263; GO:1990253	256
257	GO:0016021; GO:0035677; GO:0044297	257
258	GO:0005765; GO:0005887; GO:0008381; GO:0019230; GO:0071260	258
259	GO:0000139; GO:0005741; GO:0005765; GO:0005886; GO:0016021	259
260	GO:0000149; GO:0001786; GO:0005509; GO:0005544; GO:0005886; GO:0014059; GO:0016192; GO:0017156; GO:0017158; GO:0019905; GO:0030154; GO:0030276; GO:0070382; GO:0071277; GO:1903861	260
261	GO:0004819; GO:0004860; GO:0005524; GO:0005737; GO:0005759; GO:0005829; GO:0006418; GO:0006425; GO:0006469; GO:0007420; GO:0017101; GO:0019901; GO:0032873; GO:0032991; GO:0045892; GO:2001234	261
262	GO:0001580; GO:0004930; GO:0005886; GO:0008527; GO:0016021; GO:0033038	262
263	GO:0001570; GO:0004830; GO:0005524; GO:0005654; GO:0005739; GO:0005759; GO:0005886; GO:0006418; GO:0006436; GO:0070183	263
264	GO:0001580; GO:0004930; GO:0005886; GO:0008527; GO:0016021; GO:0032467; GO:0033038	264
265	GO:0002161; GO:0004832; GO:0005524; GO:0005829; GO:0006418; GO:0006438	265
266	GO:0003713; GO:0005654; GO:0005669; GO:0005794; GO:0006366; GO:0006367; GO:0016251; GO:0017025; GO:0042809; GO:0043923; GO:0046966; GO:0046982; GO:0047485; GO:0051123	266
267	GO:0001580; GO:0004930; GO:0005783; GO:0005802; GO:0005886; GO:0007186; GO:0009897; GO:0016021; GO:0033038	267
268	GO:0004252; GO:0005576; GO:0005615; GO:0005737; GO:0005886; GO:0006508; GO:0007283; GO:0008236; GO:0016020; GO:0031225	268
269	GO:0003677; GO:0003723; GO:0003730; GO:0005634; GO:0005654; GO:0005737; GO:0005764; GO:0006357; GO:0006915; GO:0006952; GO:0007281; GO:0008284; GO:0008285; GO:0010494; GO:0017145; GO:0035332; GO:0035925; GO:1903231; GO:1990904; GO:2000637	269
270	GO:0005886; GO:0016021; GO:0031532	270
271	GO:0002199; GO:0003723; GO:0005524; GO:0005829; GO:0005832; GO:0005856; GO:0005874; GO:0006457; GO:0007339; GO:0032212; GO:0044183; GO:0044297; GO:0046931; GO:0050821; GO:0051082; GO:0070062; GO:1901998; GO:1904851; GO:1904871; GO:1904874	271
272	GO:0003723; GO:0005730; GO:0005829; GO:0016423; GO:0030488	272
273	GO:0005524; GO:0005829; GO:0005832; GO:0006457; GO:0044183; GO:0051082; GO:1901998	273
274	GO:0000711; GO:0000801; GO:0005694; GO:0007130	274
275	GO:0003677; GO:0003713; GO:0005672; GO:0005737; GO:0006366; GO:0006367; GO:0050890	275
276	GO:0005634; GO:0050699	276
277	GO:0003677; GO:0046872	277
278	GO:0000979; GO:0000993; GO:0001174; GO:0004402; GO:0005634; GO:0005654; GO:0005669; GO:0005694; GO:0006352; GO:0006366; GO:0006367; GO:0006473; GO:0008134; GO:0008270; GO:0016251; GO:0016407; GO:0016604; GO:0017025; GO:0019083; GO:0032993; GO:0046966; GO:0051123; GO:0090575; GO:0097550; GO:1904798; GO:1990114; GO:1990841	278
279	GO:0005524; GO:0005737; GO:0005739; GO:0005777; GO:0140603	279
280	GO:0003682; GO:0003713; GO:0003723; GO:0005634; GO:0005654; GO:0005794; GO:0005829; GO:0006325; GO:0035064	280
281	GO:0002076; GO:0005178; GO:0005615; GO:0007160; GO:0007409; GO:0009986; GO:0033689; GO:0042802; GO:0043025; GO:0045668; GO:0062023; GO:0070593; GO:0097442; GO:1905240; GO:1990026; GO:1990138; GO:2001223	281
